chr,start,end
chr9,7874447,7948836
chr9,7948837,8026044
chr9,8026047,8096256
chr9,8096274,8168954
chr9,8168955,8239737
chr9,8239745,8304027
chr9,8304054,8361488
chr9,8361501,8435007
chr9,8435021,8501862
chr9,8501868,8571399
chr9,8571430,8641765
chr9,8641766,8709511
chr9,8709512,8772096
chr9,8772110,8834563
chr9,8834563,8905239
chr9,8905242,8964190
chr9,8964191,9036561
chr9,9036566,9104423
chr9,9104426,9177077
chr9,9177106,9245908
chr9,9245910,9318498
chr9,9318499,9384297
chr9,9384304,9450194
chr9,9450196,9519841
chr9,9519856,9593029
chr9,9593036,9662400
chr9,9662419,9732112
chr9,9732114,9795489
chr9,9795509,9858099
chr9,9858099,9923002
chr9,9923005,9974879
chr9,9974881,10043450
chr9,10043470,10109968
chr9,10109968,10177104
chr9,10177131,10245631
chr9,10245652,10312863
chr9,10312869,10384624
chr9,10384626,10454516
chr9,10454531,10515896
chr9,10515900,10586426
chr9,10586430,10664161
chr9,10664173,10734064
chr9,10734068,10803878
chr9,10803885,10874253
chr9,10874259,10949207
chr9,10949207,11011044
chr9,11011048,11079237
chr9,11079237,11143568
chr9,11143576,11213418
chr9,11213419,11285267
chr9,11285281,11361782
chr9,11361786,11436521
chr9,11436553,11513019
chr9,11513020,11584216
chr9,11584217,11647853
chr9,11647855,11712692
chr9,11712692,11777313
chr9,11777321,11843908
chr9,11843915,11907458
chr9,11907458,11972241
chr9,11972246,12039338
chr9,12039338,12110089
chr9,12110101,12183092
chr9,12183093,12247237
chr9,12247244,12316218
chr9,12316219,12381831
chr9,12381836,12456395
chr9,12456398,12529520
chr9,12529535,12611808
chr9,12611812,12692991
chr9,12693006,12769315
chr9,12769336,12844471
chr9,12844477,12915005
chr9,12915005,12986680
chr9,12986695,13067152
chr9,13067152,13142454
chr9,13142457,13226037
chr9,13226038,13301903
chr9,13301908,13377318
chr9,13377321,13460647
chr9,13460649,13538778
chr9,13538780,13615889
chr9,13615895,13689434
chr9,13689436,13756230
chr9,13756231,13813853
chr9,13813856,13885468
chr9,13885470,13957822
chr9,13957844,14029022
chr9,14029030,14108321
chr9,14108324,14190116
chr9,14190122,14265234
chr9,14265235,14344897
chr9,14344898,14424640
chr9,14424649,14498823
chr9,14498824,14575858
chr9,14575860,14650782
chr9,14650806,14720962
chr9,14720963,14801844
chr9,14801851,14873581
chr9,14873582,14951244
chr9,14951247,15026641
chr9,15026650,15097357
chr9,15097364,15175587
chr9,15175599,15258304
chr9,15258304,15334943
chr9,15334952,15404163
chr9,15404166,15468727
chr9,15468745,15538955
chr9,15538963,15603812
chr9,15603823,15662763
chr9,15662770,15739302
chr9,15739315,15814221
chr9,15814221,15894909
chr9,15894916,15967340
chr9,15967355,16046125
chr9,16046133,16124831
chr9,16124847,16204857
chr9,16204859,16280847
chr9,16280848,16354651
chr9,16354658,16426536
chr9,16426546,16502224
chr9,16502230,16580963
chr9,16580968,16664810
chr9,16664817,16737716
chr9,16737726,16808112
chr9,16808130,16875970
chr9,16875971,16933980
chr9,16933988,17003142
chr9,17003143,17079393
chr9,17079400,17159189
chr9,17159201,17240529
chr9,17240544,17302279
chr9,17302279,17381724
chr9,17381728,17466143
chr9,17466145,17546435
chr9,17546448,17619969
chr9,17619974,17690226
chr9,17690227,17762673
chr9,17762676,17841950
chr9,17841951,17927023
chr9,17927035,18001516
chr9,18001517,18081468
chr9,18081470,18160742
chr9,18160749,18232535
chr9,18232535,18306444
chr9,18306448,18386272
chr9,18386277,18474252
chr9,18474274,18554771
chr9,18554775,18635263
chr9,18635264,18711535
chr9,18711536,18794510
chr9,18794511,18872088
chr9,18872089,18945847
chr9,18945850,19014554
chr9,19014563,19088971
chr9,19088983,19156747
chr9,19156748,19225024
chr9,19225026,19292841
chr9,19292844,19374231
chr9,19374232,19445145
chr9,19445152,19517761
chr9,19517763,19576291
chr9,19576330,19665556
chr9,19665560,19747076
chr9,19747087,19829806
chr9,19829808,19905944
chr9,19905950,19983752
chr9,19983762,20059727
chr9,20059732,20125171
chr9,20125178,20201322
chr9,20201339,20268677
chr9,20268680,20346569
chr9,20346572,20433671
chr9,20433671,20517943
chr9,20517949,20597656
chr9,20597657,20676919
chr9,20676973,20757354
chr9,20757361,20833108
chr9,20833118,20920043
chr9,20920051,21003767
chr9,21003779,21089187
chr9,21089200,21165083
chr9,21165091,21226023
chr9,21226024,21297313
chr9,21297314,21379144
chr9,21379175,21470350
chr9,21470361,21553847
chr9,21553871,21635627
chr9,21635639,21703390
chr9,21703398,21774006
chr9,21774008,21848712
chr9,21848733,21932961
chr9,21932961,22020906
chr9,22020916,22106501
chr9,22106504,22191723
chr9,22191762,22279707
chr9,22279710,22359802
chr9,22359811,22439171
chr9,22439173,22518729
chr9,22518739,22600825
chr9,22600826,22688068
chr9,22688073,22758576
chr9,22758579,22834420
chr9,22834423,22908645
chr9,22908651,22981932
chr9,22981932,23055631
chr9,23055632,23125296
chr9,23125300,23202250
chr9,23202253,23278835
chr9,23278835,23350939
chr9,23350956,23422669
chr9,23422669,23504575
chr9,23504576,23582899
chr9,23582921,23657766
chr9,23657772,23731598
chr9,23731599,23802698
chr9,23802706,23884646
chr9,23884666,23960288
chr9,23960289,24041939
chr9,24041939,24118279
chr9,24118280,24198856
chr9,24198857,24278571
chr9,24278595,24361145
chr9,24361147,24450516
chr9,24450518,24534041
chr9,24534050,24608650
chr9,24608654,24675581
chr9,24675583,24751216
chr9,24751222,24820614
chr9,24820635,24895401
chr9,24895414,24975094
chr9,24975101,25054975
chr9,25054975,25114026
chr9,25114044,25189792
chr9,25189798,25266976
chr9,25266976,25344193
chr9,25344196,25432548
chr9,25432551,25526530
chr9,25526534,25608752
chr9,25608757,25689363
chr9,25689369,25773728
chr9,25773734,25859413
chr9,25859415,25938352
chr9,25938362,26018469
chr9,26018480,26100107
chr9,26100118,26183381
chr9,26183386,26259052
chr9,26259057,26340730
chr9,26340739,26427648
chr9,26427650,26511123
chr9,26511125,26597044
chr9,26597063,26684758
chr9,26684760,26775756
chr9,26775772,26860104
chr9,26860105,26944634
chr9,26944636,27030782
chr9,27030785,27118760
chr9,27118762,27205532
chr9,27205534,27274754
chr9,27274777,27358839
chr9,27358844,27454172
chr9,27454175,27544440
chr9,27544443,27635638
chr9,27635638,27721279
chr9,27721282,27812561
chr9,27812571,27903144
chr9,27903147,27990425
chr9,27990452,28061920
chr9,28061920,28149340
chr9,28149342,28235678
chr9,28235685,28322534
chr9,28322539,28404262
chr9,28404262,28493684
chr9,28493684,28572590
chr9,28572593,28654945
chr9,28654970,28746338
chr9,28746351,28831252
chr9,28831285,28912574
chr9,28912577,28999129
chr9,28999133,29086881
chr9,29086886,29182233
chr9,29182252,29273557
chr9,29273561,29361431
chr9,29361437,29451198
chr9,29451199,29539049
chr9,29539055,29630023
chr9,29630025,29719209
chr9,29719212,29808002
chr9,29808013,29898205
chr9,29898241,29990197
chr9,29990202,30075111
chr9,30075111,30162270
chr9,30162285,30256198
chr9,30256199,30350343
chr9,30350348,30441985
chr9,30441994,30530725
chr9,30530732,30606806
chr9,30606814,30695881
chr9,30695890,30785051
chr9,30785051,30870939
chr9,30870948,30957752
chr9,30957762,31039733
chr9,31039751,31121655
chr9,31121661,31205361
chr9,31205381,31286201
chr9,31286202,31374953
chr9,31374954,31467698
chr9,31467703,31560917
chr9,31560919,31659022
chr9,31659043,31755151
chr9,31755168,31850230
chr9,31850233,31942014
chr9,31942020,32034940
chr9,32034954,32124950
chr9,32124973,32211404
chr9,32211417,32292513
chr9,32292521,32392611
chr9,32392613,32493610
chr9,32493617,32588763
chr9,32588766,32688757
chr9,32688758,32772635
chr9,32772649,32877623
chr9,32877627,32974930
chr9,32974948,33058531
chr9,33058552,33146410
chr9,33146437,33236289
chr9,33236301,33334628
chr9,33334634,33421592
chr9,33421606,33504145
chr9,33504156,33600360
chr9,33600367,33704947
chr9,33705007,33797268
chr9,33797270,33876385
chr9,33876398,33963186
chr9,33963189,34038781
chr9,34038789,34117349
chr9,34117350,34198569
chr9,34198570,34293532
chr9,34293551,34387410
chr9,34387425,34490345
chr9,34490377,34585904
chr9,34585908,34682444
chr9,34682444,34783255
chr9,34783256,34884488
chr9,34884501,34982982
chr9,34982984,35076091
chr9,35076092,35171289
chr9,35171292,35265058
chr9,35265062,35375511
chr9,35375512,35486130
chr9,35486130,35586508
chr9,35586513,35676084
chr9,35676090,35777014
chr9,35777021,35882378
chr9,35882399,35978531
chr9,35978535,36082775
chr9,36082777,36177868
chr9,36177884,36270266
chr9,36270280,36352684
chr9,36352701,36436596
chr9,36436598,36517953
chr9,36517958,36602632
chr9,36602636,36695455
chr9,36695456,36788104
chr9,36788105,36881933
chr9,36881934,36975862
chr9,36975876,37068359
chr9,37068370,37161011
chr9,37161012,37261313
chr9,37261330,37363829
chr9,37363830,37454247
chr9,37454257,37546237
chr9,37546238,37646467
chr9,37646497,37744343
chr9,37744350,37832096
chr9,37832106,37929060
chr9,37929063,38020776
chr9,38020776,38106368
chr9,38106375,38200216
chr9,38200218,38300783
chr9,38300804,38396095
chr9,38396114,38493107
chr9,38493120,38590144
chr9,38590145,38680482
chr9,38680504,38769737
chr9,38769737,38869159
chr9,38869166,38972651
chr9,38972652,39023193
chr9,39023195,39067978
chr9,39067979,39140909
chr9,39140913,39388746
chr9,39388750,39495795
chr9,39495799,39559590
chr9,39559591,39618535
chr9,39618548,39758724
chr9,39758728,39836206
chr9,39836217,40038717
chr9,40038717,40142574
chr9,40142577,40299240
chr9,40299243,40400900
chr9,40400922,40560412
chr9,40560413,40662075
chr9,40662087,40749101
chr9,40749104,40806150
chr9,40806150,40850122
chr9,40850125,40885810
chr9,40885811,40914094
chr9,40914097,40940153
chr9,40940165,40974354
chr9,40974354,41005783
chr9,41005784,41039813
chr9,41039816,41080968
chr9,41080985,41119429
chr9,41119430,41204388
chr9,41204388,41252923
chr9,41252924,41300411
chr9,41300422,41372227
chr9,41372227,41462709
chr9,41462737,41538927
chr9,41538946,41619527
chr9,41619528,41672110
chr9,41672135,41736473
chr9,41736478,41795301
chr9,41795301,41922236
chr9,41922238,41962828
chr9,41962829,42034272
chr9,42034273,42107883
chr9,42107883,42169325
chr9,42169329,42235054
chr9,42235062,42270817
chr9,42270819,42318885
chr9,42318894,42358956
chr9,42358956,42395083
chr9,42395083,42439099
chr9,42439102,42492291
chr9,42492296,42568422
chr9,42568424,42699737
chr9,42699737,42754158
chr9,42754159,42801901
chr9,42801912,42859589
chr9,42859590,42917911
chr9,42917913,42971418
chr9,42971419,43022137
chr9,43022141,43078441
chr9,43078445,43133294
chr9,43133307,43184886
chr9,43184888,43244269
chr9,43244270,43382806
chr9,43382806,43411342
chr9,43411343,43441173
chr9,43441180,43481300
chr9,43481301,43530142
chr9,43530147,43570408
chr9,43570409,43621094
chr9,43621095,43652273
chr9,43652273,43695561
chr9,43695562,43734045
chr9,43734049,43775007
chr9,43775010,43815618
chr9,43815619,43868973
chr9,43868984,43916333
chr9,43916335,43964655
chr9,43964656,44014707
chr9,44014708,44061158
chr9,44061160,44117945
chr9,44117945,44160400
chr9,44160403,44206334
chr9,44206335,44250241
chr9,44250243,44301000
chr9,44301003,44347851
chr9,44347851,44390991
chr9,44390991,44440026
chr9,44440028,44498611
chr9,44498612,44554731
chr9,44554733,44609235
chr9,44609235,44643128
chr9,44643131,44696074
chr9,44696078,44745064
chr9,44745065,44794414
chr9,44794416,44851994
chr9,44851995,44911858
chr9,44911863,44959839
chr9,44959839,45036707
chr9,45036708,45093028
chr9,45093030,45151922
chr9,45151922,45207778
chr9,45207778,45280902
chr9,45280902,45354440
chr9,45354442,45398948
chr9,45398949,45453519
chr9,45453522,60521588
chr9,60521608,60562704
chr9,60562707,60589577
chr9,60589579,60611888
chr9,60611890,60635909
chr9,60635915,60672531
chr9,60672532,60684354
chr9,60684355,60938170
chr9,60938175,61176544
chr9,61176546,61330525
chr9,61330527,61526857
chr9,61526858,61571372
chr9,61571375,61619907
chr9,61619925,61670879
chr9,61670891,61722801
chr9,61722810,61884576
chr9,61884579,61985280
chr9,61985283,62118584
chr9,62118585,62423591
chr9,62423613,62540841
chr9,62540841,62625469
chr9,62625472,62746645
chr9,62746647,62833057
chr9,62833058,62868021
chr9,62868025,62915503
chr9,62915509,63119386
chr9,63119398,63297449
chr9,63297458,63356572
chr9,63356573,63483992
chr9,63483996,63611630
chr9,63611638,63680137
chr9,63680154,63738887
chr9,63738888,63785839
chr9,63785851,63820356
chr9,63820357,63860568
chr9,63860570,63904330
chr9,63904339,64001947
chr9,64001951,64051200
chr9,64051203,64100739
chr9,64100739,64324082
chr9,64324093,64400586
chr9,64400593,64457361
chr9,64457370,64507219
chr9,64507222,64599883
chr9,64599890,64783534
chr9,64783612,64855636
chr9,64855640,64927474
chr9,64927478,64979173
chr9,64979175,65072672
chr9,65072678,65276589
chr9,65276599,65395957
chr9,65395961,65465402
chr9,65465405,65517349
chr9,65517352,65572086
chr9,65572089,65687952
chr9,65687958,65762542
chr9,65762543,65935980
chr9,65935981,66017058
chr9,66017059,66147717
chr9,66147725,66232781
chr9,66232786,66312811
chr9,66312815,66605557
chr9,66605559,66689975
chr9,66689976,66782386
chr9,66782392,66825826
chr9,66825828,66896767
chr9,66896768,66962863
chr9,66962887,67038554
chr9,67038572,67104492
chr9,67104494,67181457
chr9,67181461,67407872
chr9,67407877,67549229
chr9,67549231,67660934
chr9,67660979,67762434
chr9,67762466,67834176
chr9,67834180,68246889
chr9,68246896,68318376
chr9,68318378,68396287
chr9,68396308,68493184
chr9,68493209,68594195
chr9,68594195,68694768
chr9,68694769,68805489
chr9,68805492,68912244
chr9,68912268,69011664
chr9,69011683,69105310
chr9,69105331,69195417
chr9,69195440,69286430
chr9,69286431,69383922
chr9,69383923,69476920
chr9,69476936,69578371
chr9,69578381,69684259
chr9,69684275,69783981
chr9,69783986,69881173
chr9,69881214,69982067
chr9,69982074,70084293
chr9,70084295,70191278
chr9,70191297,70279817
chr9,70279817,70377980
chr9,70377990,70468330
chr9,70468349,70562618
chr9,70562621,70661179
chr9,70661192,70796355
chr9,70796399,70895576
chr9,70895596,70993562
chr9,70993563,71086271
chr9,71086279,71180026
chr9,71180030,71269561
chr9,71269567,71362174
chr9,71362182,71459008
chr9,71459062,71557533
chr9,71557538,71653417
chr9,71653429,71744643
chr9,71744672,71841887
chr9,71841900,71941105
chr9,71941111,72035058
chr9,72035058,72130033
chr9,72130035,72229185
chr9,72229196,72328691
chr9,72328730,72417868
chr9,72417868,72514640
chr9,72514651,72611715
chr9,72611722,72717326
chr9,72717337,72823239
chr9,72823244,72911414
chr9,72911427,73011866
chr9,73011879,73108697
chr9,73108707,73196795
chr9,73196806,73296813
chr9,73296820,73397176
chr9,73397206,73496556
chr9,73496557,73592136
chr9,73592155,73686199
chr9,73686205,73788752
chr9,73788753,73890202
chr9,73890203,73989732
chr9,73989735,74090848
chr9,74090873,74188300
chr9,74188311,74278467
chr9,74278477,74368846
chr9,74368846,74466836
chr9,74466852,74568555
chr9,74568564,74668829
chr9,74668845,74768384
chr9,74768396,74860925
chr9,74860932,74957915
chr9,74957930,75053556
chr9,75053557,75149268
chr9,75149271,75243926
chr9,75243938,75335918
chr9,75335938,75424588
chr9,75424588,75519254
chr9,75519258,75618816
chr9,75618847,75709934
chr9,75709939,75801978
chr9,75801999,75894410
chr9,75894412,75990774
chr9,75990796,76088410
chr9,76088426,76188894
chr9,76188901,76284591
chr9,76284594,76379224
chr9,76379239,76472749
chr9,76472749,76566438
chr9,76566450,76670054
chr9,76670058,76765369
chr9,76765375,76861466
chr9,76861470,76956573
chr9,76956574,77044579
chr9,77044581,77132145
chr9,77132156,77216426
chr9,77216427,77311614
chr9,77311620,77405434
chr9,77405460,77488144
chr9,77488153,77575882
chr9,77575910,77664979
chr9,77664980,77759810
chr9,77759826,77850582
chr9,77850594,77943079
chr9,77943092,78036249
chr9,78036250,78125945
chr9,78125961,78222524
chr9,78222534,78321827
chr9,78321837,78414265
chr9,78414267,78506873
chr9,78506876,78607486
chr9,78607487,78695410
chr9,78695412,78787188
chr9,78787189,78871798
chr9,78871804,78960126
chr9,78960128,79053030
chr9,79053054,79133234
chr9,79133236,79222063
chr9,79222067,79318186
chr9,79318230,79414709
chr9,79414716,79500021
chr9,79500023,79590271
chr9,79590292,79681804
chr9,79681804,79778203
chr9,79778207,79868628
chr9,79868646,79966769
chr9,79966782,80068805
chr9,80068807,80159864
chr9,80159875,80251644
chr9,80251646,80343624
chr9,80343627,80436816
chr9,80436818,80524352
chr9,80524355,80609362
chr9,80609364,80685840
chr9,80685841,80758310
chr9,80758312,80843118
chr9,80843124,80925635
chr9,80925651,81010652
chr9,81010664,81110083
chr9,81110084,81209796
chr9,81209797,81304954
chr9,81304970,81408197
chr9,81408208,81502501
chr9,81502504,81590656
chr9,81590659,81671628
chr9,81671630,81746560
chr9,81746572,81831113
chr9,81831113,81913729
chr9,81913755,82025769
chr9,82025770,82129638
chr9,82129638,82237153
chr9,82237157,82343470
chr9,82343487,82447116
chr9,82447116,82553676
chr9,82553696,82659982
chr9,82659982,82756299
chr9,82756305,82845401
chr9,82845424,82944874
chr9,82944885,83049202
chr9,83049209,83151102
chr9,83151103,83250707
chr9,83250716,83351989
chr9,83351990,83448549
chr9,83448560,83548071
chr9,83548071,83648853
chr9,83648855,83738069
chr9,83738071,83826747
chr9,83826748,83920207
chr9,83920214,84002456
chr9,84002484,84100800
chr9,84100822,84199460
chr9,84199466,84301282
chr9,84301299,84394805
chr9,84394806,84477626
chr9,84477648,84564410
chr9,84564417,84661617
chr9,84661636,84762063
chr9,84762068,84862502
chr9,84862525,84962547
chr9,84962548,85066832
chr9,85066846,85166062
chr9,85166063,85265308
chr9,85265326,85357186
chr9,85357194,85457743
chr9,85457757,85556419
chr9,85556420,85662517
chr9,85662520,85757006
chr9,85757010,85849095
chr9,85849097,85942356
chr9,85942385,86037429
chr9,86037430,86126002
chr9,86126015,86218598
chr9,86218605,86317157
chr9,86317161,86414571
chr9,86414595,86511155
chr9,86511155,86599928
chr9,86599946,86695023
chr9,86695029,86790701
chr9,86790709,86886438
chr9,86886445,86984406
chr9,86984443,87084954
chr9,87084957,87183743
chr9,87183743,87283771
chr9,87283780,87381416
chr9,87381432,87465423
chr9,87465424,87556680
chr9,87556693,87652213
chr9,87652226,87744167
chr9,87744168,87831109
chr9,87831116,87915569
chr9,87915576,87993364
chr9,87993372,88087246
chr9,88087256,88147554
chr9,88147561,88230951
chr9,88230952,88315245
chr9,88315245,88394184
chr9,88394185,88471437
chr9,88471438,88559727
chr9,88559749,88657265
chr9,88657272,88752713
chr9,88752715,88847779
chr9,88847786,88943981
chr9,88943981,89040777
chr9,89040787,89144499
chr9,89144504,89251488
chr9,89251491,89347443
chr9,89347444,89438727
chr9,89438734,89523458
chr9,89523462,89615517
chr9,89615533,89704522
chr9,89704522,89792269
chr9,89792303,89878726
chr9,89878728,89967691
chr9,89967695,90060757
chr9,90060757,90155649
chr9,90155650,90241095
chr9,90241096,90343190
chr9,90343198,90440227
chr9,90440236,90538582
chr9,90538589,90635182
chr9,90635183,90729798
chr9,90729798,90816626
chr9,90816628,90906531
chr9,90906537,90997335
chr9,90997335,91098928
chr9,91098932,91196132
chr9,91196140,91294411
chr9,91294417,91390202
chr9,91390226,91486880
chr9,91486887,91587793
chr9,91587807,91685842
chr9,91685850,91775010
chr9,91775025,91860350
chr9,91860355,91951709
chr9,91951715,92049497
chr9,92049497,92140457
chr9,92140458,92227720
chr9,92227733,92325973
chr9,92325978,92427049
chr9,92427055,92533249
chr9,92533256,92620159
chr9,92620161,92715091
chr9,92715097,92808498
chr9,92808500,92905507
chr9,92905511,93000140
chr9,93000151,93086321
chr9,93086336,93173353
chr9,93173359,93261665
chr9,93261676,93350480
chr9,93350481,93449719
chr9,93449721,93554120
chr9,93554120,93646359
chr9,93646378,93740137
chr9,93740155,93836475
chr9,93836500,93923077
chr9,93923077,94022939
chr9,94022944,94122033
chr9,94122036,94217948
chr9,94217952,94312200
chr9,94312204,94397442
chr9,94397475,94478572
chr9,94478579,94556940
chr9,94556947,94642616
chr9,94642626,94732231
chr9,94732231,94831720
chr9,94831727,94928818
chr9,94928819,95025897
chr9,95025898,95115057
chr9,95115058,95211150
chr9,95211156,95307014
chr9,95307027,95404738
chr9,95404775,95495196
chr9,95495208,95582585
chr9,95582586,95676999
chr9,95677006,95766919
chr9,95766927,95867689
chr9,95867705,95967533
chr9,95967542,96060389
chr9,96060397,96155048
chr9,96155048,96253367
chr9,96253372,96348421
chr9,96348445,96431554
chr9,96431555,96523373
chr9,96523382,96621226
chr9,96621230,96715665
chr9,96715666,96814157
chr9,96814160,96912060
chr9,96912061,96987870
chr9,96987880,97080367
chr9,97080392,97181704
chr9,97181704,97271363
chr9,97271363,97371915
chr9,97371922,97478262
chr9,97478262,97575368
chr9,97575378,97673147
chr9,97673161,97775882
chr9,97775904,97872663
chr9,97872671,97968352
chr9,97968361,98057830
chr9,98057833,98152142
chr9,98152150,98245129
chr9,98245131,98341983
chr9,98341986,98436397
chr9,98436397,98534138
chr9,98534139,98633291
chr9,98633293,98730188
chr9,98730192,98823065
chr9,98823077,98919910
chr9,98919920,99020520
chr9,99020528,99119516
chr9,99119520,99222738
chr9,99222749,99323886
chr9,99323892,99422540
chr9,99422574,99525162
chr9,99525163,99637941
chr9,99637942,99748268
chr9,99748278,99857562
chr9,99857593,99965799
chr9,99965800,100071173
chr9,100071174,100172017
chr9,100172039,100275812
chr9,100275815,100376032
chr9,100376035,100469372
chr9,100469396,100563721
chr9,100563730,100666140
chr9,100666173,100755121
chr9,100755125,100846333
chr9,100846337,100943757
chr9,100943772,101044155
chr9,101044169,101145356
chr9,101145357,101244195
chr9,101244212,101339866
chr9,101339866,101441537
chr9,101441539,101536969
chr9,101536986,101641123
chr9,101641128,101743505
chr9,101743538,101842595
chr9,101842595,101938839
chr9,101938840,102029885
chr9,102029887,102118139
chr9,102118139,102196898
chr9,102196931,102275046
chr9,102275069,102358704
chr9,102358708,102448415
chr9,102448416,102539296
chr9,102539297,102629426
chr9,102629434,102719907
chr9,102719907,102807434
chr9,102807446,102897726
chr9,102897741,102989109
chr9,102989111,103071139
chr9,103071163,103162693
chr9,103162696,103253235
chr9,103253238,103344692
chr9,103344700,103433820
chr9,103433823,103522741
chr9,103522780,103612818
chr9,103612820,103701094
chr9,103701105,103791203
chr9,103791213,103877455
chr9,103877474,103976614
chr9,103976629,104072771
chr9,104072772,104167761
chr9,104167772,104265121
chr9,104265139,104361531
chr9,104361538,104462211
chr9,104462226,104558242
chr9,104558244,104654288
chr9,104654300,104753834
chr9,104753864,104857971
chr9,104857994,104947317
chr9,104947320,105035877
chr9,105035883,105120591
chr9,105120629,105214503
chr9,105214511,105316308
chr9,105316322,105416550
chr9,105416561,105509445
chr9,105509476,105606791
chr9,105606792,105709972
chr9,105709981,105790476
chr9,105790478,105878624
chr9,105878643,105975296
chr9,105975298,106075044
chr9,106075046,106166595
chr9,106166598,106249223
chr9,106249243,106342568
chr9,106342569,106437737
chr9,106437745,106532867
chr9,106532868,106629138
chr9,106629146,106731308
chr9,106731316,106826545
chr9,106826548,106925739
chr9,106925743,107027101
chr9,107027102,107125650
chr9,107125652,107224149
chr9,107224168,107311228
chr9,107311228,107398342
chr9,107398349,107482797
chr9,107482798,107568016
chr9,107568037,107659186
chr9,107659190,107743895
chr9,107743896,107839626
chr9,107839644,107932047
chr9,107932055,108026595
chr9,108026595,108116860
chr9,108116865,108210542
chr9,108210542,108304962
chr9,108304982,108394789
chr9,108394794,108477471
chr9,108477473,108549346
chr9,108549363,108635677
chr9,108635679,108722628
chr9,108722629,108801743
chr9,108801744,108893922
chr9,108893948,108996211
chr9,108996239,109090451
chr9,109090474,109188235
chr9,109188248,109282583
chr9,109282588,109374457
chr9,109374462,109470358
chr9,109470359,109562387
chr9,109562388,109663021
chr9,109663025,109760099
chr9,109760099,109857696
chr9,109857702,109958239
chr9,109958243,110048356
chr9,110048363,110144752
chr9,110144761,110236900
chr9,110236906,110328655
chr9,110328662,110412640
chr9,110412658,110511998
chr9,110512004,110610425
chr9,110610442,110698124
chr9,110698128,110805502
chr9,110805505,110904887
chr9,110904916,111004154
chr9,111004166,111098474
chr9,111098477,111190788
chr9,111190795,111278394
chr9,111278398,111377183
chr9,111377185,111470920
chr9,111470945,111558544
chr9,111558552,111641952
chr9,111641952,111749802
chr9,111749828,111854026
chr9,111854064,111943045
chr9,111943054,112029196
chr9,112029208,112132277
chr9,112132285,112220080
chr9,112220090,112309661
chr9,112309671,112398183
chr9,112398203,112497363
chr9,112497383,112590860
chr9,112590864,112688759
chr9,112688775,112784830
chr9,112784861,112878551
chr9,112878553,112973118
chr9,112973119,113068616
chr9,113068624,113191182
chr9,113191182,113288964
chr9,113288980,113381704
chr9,113381704,113479427
chr9,113479439,113579495
chr9,113579497,113672418
chr9,113672422,113767849
chr9,113767857,113869673
chr9,113869691,113959632
chr9,113959638,114054684
chr9,114054690,114145125
chr9,114145134,114241745
chr9,114241747,114328554
chr9,114328555,114417020
chr9,114417020,114508922
chr9,114508924,114603582
chr9,114603602,114694002
chr9,114694012,114789577
chr9,114789589,114891219
chr9,114891223,114989870
chr9,114989876,115086383
chr9,115086386,115180767
chr9,115180769,115276074
chr9,115276081,115371204
chr9,115371239,115465790
chr9,115465799,115563005
chr9,115563007,115657795
chr9,115657795,115751480
chr9,115751481,115846869
chr9,115846873,115943655
chr9,115943662,116045649
chr9,116045651,116147349
chr9,116147353,116245226
chr9,116245227,116344546
chr9,116344547,116443098
chr9,116443124,116535238
chr9,116535241,116626811
chr9,116626815,116724313
chr9,116724348,116819082
chr9,116819084,116909889
chr9,116909898,117003813
chr9,117003841,117087445
chr9,117087446,117182326
chr9,117182326,117276382
chr9,117276400,117372483
chr9,117372485,117469840
chr9,117469843,117567501
chr9,117567513,117664185
chr9,117664191,117762869
chr9,117762877,117861692
chr9,117861695,117959112
chr9,117959145,118058034
chr9,118058036,118146248
chr9,118146248,118243050
chr9,118243058,118339705
chr9,118339721,118427681
chr9,118427684,118513762
chr9,118513792,118606867
chr9,118606882,118695837
chr9,118695838,118790550
chr9,118790563,118883155
chr9,118883155,118973787
chr9,118973789,119065593
chr9,119065595,119159668
chr9,119159679,119255725
chr9,119255733,119358285
chr9,119358310,119457862
chr9,119457886,119547042
chr9,119547050,119641742
chr9,119641766,119743768
chr9,119743769,119841009
chr9,119841036,119941675
chr9,119941684,120038132
chr9,120038191,120132895
chr9,120132939,120227511
chr9,120227519,120325426
chr9,120325443,120424065
chr9,120424073,120521316
chr9,120521319,120621304
chr9,120621338,120723439
chr9,120723439,120821549
chr9,120821585,120919204
chr9,120919233,121025673
chr9,121025695,121127508
chr9,121127525,121228595
chr9,121228610,121332755
chr9,121332759,121437518
chr9,121437529,121533829
chr9,121533829,121621034
chr9,121621057,121714025
chr9,121714030,121800722
chr9,121800730,121892688
chr9,121892700,121989525
chr9,121989538,122093350
chr9,122093370,122189763
chr9,122189764,122289795
chr9,122289795,122388914
chr9,122388926,122485727
chr9,122485738,122586122
chr9,122586133,122680423
chr9,122680443,122780020
chr9,122780040,122867363
chr9,122867365,122953464
chr9,122953466,123050307
chr9,123050311,123151512
chr9,123151528,123250909
chr9,123250910,123334876
chr9,123334898,123413638
chr9,123413638,123505619
chr9,123505641,123598191
chr9,123598197,123695858
chr9,123695862,123799725
chr9,123799736,123902208
chr9,123902214,123987623
chr9,123987629,124074248
chr9,124074248,124153714
chr9,124153718,124237722
chr9,124237739,124326202
chr9,124326202,124418463
chr9,124418465,124503511
chr9,124503512,124594209
chr9,124594221,124689898
chr9,124689907,124784943
chr9,124784943,124864336
chr9,124864348,124957864
